slot,value,ci,ei
7441199,0.09699093384652938,101.58363943253872,101.58363943253872
7441201,0.04623837695528909,89.45642050081054,100.0
7441205,0.14429748576273338,100.06913771100616,100.0
7441206,0.03515145022561919,100.97368966340412,100.44255737265861
7441207,0.03430353032443775,101.19401759744726,100.32293727774592
7441209,0.1477234851701268,100.37828585207184,100.37828585207184
7441212,0.16050496791840482,100.99420872778637,100.99420872778637
7441213,0.12573895819412512,104.68490819588558,104.68490819588558
7441214,0.043898285726681655,100.8574797837637,99.7045434583017
7441215,0.04115257636352336,100.35759093757815,98.65616925488791
7441216,0.03524230769217176,102.74474220175559,102.74474220175559
7441217,0.03682537685792433,100.26697218435652,99.99459057402925
7441218,0.028137022705319696,106.81494289875127,106.01773211196475
7441219,0.06238434698693121,101.99782343583499,110.379418958539
7441221,0.09934452126973078,100.32613177724619,99.98942275327803
7441222,0.050848787154647586,100.745917942509,100.745917942509
7441223,0.06865566051714597,132.45888714332153,132.45888714332153
7441224,0.059166179433630575,102.17585742722936,112.05054276575865
7441225,0.020505082625935,101.78347279299625,99.2318202693531
7441226,0.07202224519514466,103.51967531294659,105.26310257402054
7441227,0.048069159311857054,100.5313204754295,100.5313204754295
7441229,0.07347845424452917,100.28750033678715,100.0
7441230,0.6238455497099081,100.38794474870664,104.04091800201579
7441232,0.05232465156339543,106.36546656781556,109.91988689152964
7441234,0.05178703948004688,100.55985359225605,100.55985359225605
7441235,0.1337100042688668,101.06370861221983,101.06370861221983
7441236,0.028801944408840284,104.76857490631969,105.88570409712545
7441239,0.023487551377691217,100.4864697065185,100.4864697065185
7441240,0.1314251244219697,100.16815852820102,100.16815852820102
7441241,0.03128620220174487,101.99386226932137,102.85609924844267
7441242,0.03063080486108579,111.16514140640025,111.16514140640025
7441243,0.12878172132529703,100.93509751516136,100.93509751516136
7441244,0.07438483144243484,120.25290559466096,223.52649047345344
7441245,0.09812496163881447,94.6798979589817,101.98407194294154
7441246,0.2511828096069307,88.73467930872485,100.79857006175969
7441247,0.041175003619544376,102.26365140256861,102.26365140256861
7441248,0.03876324282843686,100.91125488295178,100.0
7441249,0.10386172793654753,102.41296376202025,106.92053207326295
7441250,0.08754342865896328,100.35204368378592,100.35204368378592
7441252,0.08136723812218878,100.92051169882555,100.92051169882555
7441253,0.039583715009856614,100.54085148009565,100.0
7441254,0.022500746237994466,150.6302212016577,307.9672508810287
7441255,0.06213175538883875,89.48169222182383,105.89419043628448
7441256,0.01759737359637291,111.44300374401897,112.09267523056027
7441257,0.030363167903385543,100.54569357322265,100.54569357322265
7441258,0.05452178851193587,99.48382437237525,105.93442170288303
7441259,0.03193310040590861,101.87589116044684,100.0
7441260,0.04470827372278579,102.19915118375185,103.29280767864806
7441261,0.03678131676194711,100.70316038576368,100.70316038576368
7441262,0.01903190088933643,102.45236779728393,100.0
7441263,0.008566292983383557,115.57862203924503,118.62663771278214
7441264,0.023278562268754723,101.79551626678973,101.79551626678973
7441265,0.041583263926904195,99.07925289139837,100.0
7441266,0.026451790829271783,101.7194797804637,101.7194797804637
7441267,0.046271098015897266,103.04264410266528,103.04264410266528
7441268,0.0336125723808414,100.50094775752389,100.50094775752389
7441270,0.02852252139278993,113.30676697061183,123.260138136881
7441271,0.09099106320796133,88.60670158971774,100.0
7441273,0.02824925360142724,100.30980717332922,100.12549128468812
7441274,0.026286537814595553,110.61478264836096,111.52874901983034
7441275,0.00951181441221573,107.97353776900923,107.97353776900923
7441276,0.007811517943120381,103.71990358281363,103.71990358281363
7441278,0.02430651295925139,101.05476172051901,100.0
7441279,0.029110464653120435,101.40604595764506,100.67451281638952
7441280,0.05630468666681409,100.98824757235172,100.98824757235172
7441281,0.036277984620119205,102.34618432693514,102.34618432693514
7441282,0.02122798515762272,101.13151748211573,100.0
7441283,0.028577579802091153,102.67599433592325,102.67599433592325
7441284,0.029526002205708928,103.09420978091133,103.09420978091133
7441285,0.04429325566036285,101.89900516777655,101.89874925113843
7441287,0.015300606337333324,102.79929443293898,102.79929443293898
7441288,0.35203151658791415,100.09626504312969,99.99683808055102
7441289,0.03918626600271296,101.38235115766929,101.38244695194093
7441290,0.025059326145816314,106.720459050285,106.720459050285
7441291,0.04563428131208303,100.95557859798924,99.66242766051398
7441292,0.012395485188054455,105.63425635010563,105.63425635010563
7441293,0.06545746829720728,102.7544834409294,102.7547500462772
7441296,0.04403530310223248,101.4231649034909,101.4231649034909
7441297,0.015842477968991617,104.12867419692233,97.87103959706897
7441298,0.03327103254874581,100.03548038071295,100.03548038071295
7441299,0.027222840270170114,101.61235612426098,101.61235612426098
7441300,0.02603076716699792,101.35552305265404,101.35552305265404
7441301,0.48413342904158607,100.32285482456342,100.32327859842789
7441303,0.02943485271365076,101.67919469860784,100.0
7441305,0.25432168426400326,100.08527785975092,99.97056099840557
7441306,0.02998548084270223,110.02257547652965,112.89881128387245
7441307,0.010962713624957954,102.75689733301834,102.75068715973288
7441309,0.03417926794864206,100.05452814733755,100.05452814733755
7441310,0.026414451481952407,102.1327592890716,102.1327592890716
7441311,0.02436847521288685,104.96946013685104,106.75264445981394
7441312,0.030048634925345857,101.44109357620215,101.44109357620215
7441313,0.02457470815074256,101.62769277556163,100.0
7441314,0.015805784328950995,101.50204039634356,97.08166324849921
7441317,0.044109148337579125,101.0612929286316,100.0
7441318,0.019415072340252516,102.54429602482848,102.54429602482848
7441319,0.07704194099162139,100.38852473711873,100.00533675024566
7441320,0.03504741063299342,106.04974060145749,106.56120283879879
7441321,0.029262373533589823,107.85596351386468,112.50017754661852
7441323,0.020328533690499896,104.2813551373197,102.40607213644834
7441324,0.01756496686141276,101.96854091263545,102.00793687462311
7441325,0.020542002825745975,111.00713926823833,111.00713926823833
7441328,0.08368699686253707,102.81911282033332,103.59038318014453
7441329,0.027867851452433215,100.3147135612799,98.180323998846
7441330,0.020255445018952028,103.78508055319595,99.77393445049873
7441331,0.03294961115270079,103.4814930993972,103.4814930993972
7441332,0.016686864917076293,103.91235221923824,100.0
7441333,0.06274408081620726,163.14776905699696,163.14776905699696
7441334,0.10730449073897676,100.18674910440038,100.18674910440038
7441335,0.035189749383983976,107.14173173016748,107.14173173016748
7441336,0.08523751951191517,100.42979330709912,100.0
7441337,0.020187385270340495,102.71045104348117,98.27873677579846
7441338,0.045032085489158546,101.08140885832535,99.84154591563878
7441339,0.07128374543035727,103.24353823564445,103.24601296238527
7441340,0.009481989045004965,107.42932820051972,100.0
7441342,0.01785359048546698,124.61707397688346,144.0706565628624
7441343,0.05197367936202903,102.10251379846011,102.99569530978702
7441344,0.07503681736424525,100.49490393757041,99.96465903241192
7441345,0.048317936181980145,99.21835351260773,100.0
7441346,0.03364761284110184,100.60056677239164,97.59749909690012
7441347,0.0464275148263051,102.55046305502566,102.55046305502566
7441349,0.050186919691103546,100.47728331484925,100.05685046848231
7441350,0.011038223295190344,105.11162242754615,99.938328062675
7441351,0.027125450503910534,101.33145533342243,100.0
7441353,0.044588105029534975,100.39036785916902,99.91755168462065
7441354,0.051974302136493865,103.36861014821875,106.03314756584928
7441356,0.013569131533774132,104.94338260743723,100.6923857151841
7441358,0.01840167935960476,101.56352544976062,100.0
7441361,0.11835390654724322,101.38413927432705,101.38413927432705
7441362,0.0239752805563298,106.45207301863135,106.45207301863135
7441363,0.029273535720392006,102.04671707459288,100.0
7441364,0.04850832231154464,101.02686744381555,100.0
7441365,0.026888027632335113,100.29999892012356,100.29999892012356
7441366,0.02366989134656916,101.28961909375833,100.0
7441367,0.015005988042493215,103.33637525771246,98.59987024528057
7441368,0.019976619544410233,105.34760574208184,98.72080858800764
7441369,0.06273406557118767,101.20549584653729,100.08868508476966
7441370,0.08213779528956472,100.41596576772946,100.02925397087006
